id,program_id,segment_id,word,timecode_in,timecode_out,during_commercial,voice_onscreen
183,1,1,curb,00;04;10;07,00;04;10;32,0,1
184,1,1,teen,00;04;10;33,00;04;10;49,0,1
185,1,1,smoking,00;04;10;51,00;04;11;30,0,1
186,1,1,fourty,00;04;11;50,00;04;12;09,0,1
187,1,1,cities,00;04;12;10,00;04;12;35,0,1
188,1,1,increased,00;04;12;45,00;04;13;14,0,1
189,1,1,age,00;04;13;17,00;04;13;36,0,1
190,1,1,limit,00;04;13;37,00;04;13;51,0,1
191,1,1,for,00;04;13;52,00;04;14;05,0,1
192,1,1,buying,00;04;14;06,00;04;14;26,0,1
193,1,1,cigarettes,00;04;14;26,00;04;14;57,0,1
194,1,1,nationwide,00;04;14;58,00;04;15;56,0,1
195,1,1,nation,00;04;14;58,00;04;15;23,0,1
196,1,1,wide,00;04;15;24,00;04;15;57,0,1
197,1,1,is,00;04;16;50,00;04;16;59,0,1
198,1,1,the,00;04;17;00,00;04;17;06,0,1
199,1,1,first,00;04;17;07,00;04;17;20,0,1
200,1,1,chicago,00;04;17;21,00;04;17;48,0,1
201,1,1,area,00;04;17;50,00;04;18;10,0,1
202,1,1,suburb,00;04;18;11,00;04;18;37,0,1
203,1,1,to,00;04;18;38,00;04;18;47,0,1
204,1,1,make,00;04;18;48,00;04;19;03,0,1
205,1,1,the,00;04;19;04,00;04;19;12,0,1
206,1,1,change,00;04;19;13,00;04;19;49,0,1
207,1,1,a,00;04;43;07,00;04;43;25,0,1
208,1,1,sunken,00;04;43;26,00;04;43;54,0,1
209,1,1,barge,00;04;43;55,00;04;44;21,0,1
210,1,1,in,00;04;44;22,00;04;44;29,0,1
211,1,1,chicago,00;04;44;30,00;04;44;59,0,1
212,1,1,river,00;04;45;00,00;04;45;20,0,1
213,1,1,has,00;04;45;18,00;04;45;32,0,1
214,1,1,location,00;04;45;44,00;04;46;28,0,1
215,1,1,the,00;04;46;29,00;04;46;35,0,1
216,1,1,go,00;05;05;43,00;05;06;03,0,1
217,1,1,to,00;05;06;04,00;05;06;18,0,1
218,1,1,batman,00;05;06;19,00;05;06;56,0,1
219,1,1,bat,00;05;06;19,00;05;06;35,0,1
220,1,1,man,00;05;06;36,00;05;06;57,0,1
221,1,1,their,00;05;06;57,00;05;07;07,0,1
222,1,1,there,00;05;06;58,00;05;07;08,0,1
223,1,1,twist,00;05;07;33,00;05;07;55,0,1
224,1,1,in,00;05;07;56,00;05;08;07,0,1
225,1,1,filming,00;05;08;08,00;05;08;36,0,1
226,1,1,for,00;05;08;39,00;05;08;47,0,1
227,1,1,new,00;05;08;53,00;05;09;03,0,1
228,1,1,versus,00;05;09;32,00;05;09;57,0,1
229,1,1,vs,00;05;09;32,00;05;09;57,0,1
230,1,1,superman,00;05;09;53,00:05:10:01,0,1
231,1,1,man,00:05:09:48,00:05:10:01,0,1
232,1,1,movie,00:05:10:02,00:05:10:22,0,1
233,1,1,being,00:05:10:22,00:05:10:34,0,1
234,1,1,shot,00:05:10:36,00:05:10:55,0,1
235,1,1,right,00:05:10:56,00:05:11:07,0,1
236,1,1,here,00:05:11:07,00:05:11:22,0,1
237,1,1,hear,00:05:11:07,00:05:11:22,0,1
238,1,1,chicago,00:05:11:30,00:05:12:01,0,1
239,1,2,i,00;01;39;27,00;01;40;04,0,1
240,1,2,run,00;01;40;06,00;01;40;13,0,1
241,1,2,chocolate,00;01;40;18,00;01;40;27,0,1
242,1,2,right,00;01;40;27,00;01;41;09,0,1
243,1,2,is,00;01;42;11,00;01;42;15,0,1
244,1,2,early,00;01;42;17,00;01;42;28,0,1
245,1,2,wakeup,00;01;42;29,00;01;43;10,0,1
246,1,2,call,00;01;43;10,00;01;43;19,0,1
247,1,2,but,00;01;43;20,00;01;43;29,0,1
248,1,2,like,00;01;45;21,00;01;45;27,0,1
249,1,2,idea,00;01;45;28,00;01;46;06,0,1
250,1,2,that,00;01;46;06,00;01;46;13,0,1
251,1,2,medals,00;01;46;13,00;01;46;23,0,1
252,1,2,underestimate,00;01;49;15,00;01;50;01,0,1
253,1,2,alrighty,00;01;50;15,00;01;51;02,0,1
254,1,2,what,00;01;51;15,00;01;51;24,0,1
255,1,2,lots,00;01;51;25,00;01;52;02,0,1
256,1,2,hot,00;01;52;02,00;01;52;10,0,1
257,1,2,store,00;01;53;07,00;01;53;16,0,1
258,1,2,are,00;01;53;28,00;01;54;05,0,1
259,1,2,our,00;01;53;29,00;01;54;06,0,1
260,1,2,chocolate,00;01;54;11,00;01;54;25,0,1
261,1,2,up,00;01;54;26,00;01;55;06,0,1
262,1,2,for,00;01;55;09,00;01;55;17,0,1
263,1,2,four,00;01;55;09,00;01;55;17,0,1
264,1,2,the,00;01;55;16,00;01;55;20,0,1
265,1,2,week,00;01;55;21,00;01;55;27,0,1
266,1,2,weak,00;01;55;21,00;01;55;27,0,1
267,1,2,ahead,00;01;55;27,00;01;56;04,0,1
268,1,2,because,00;01;56;04,00;01;56;14,0,1
269,1,2,guess,00;01;56;13,00;01;56;19,0,1
270,1,2,yes,00;01;56;14,00;01;56;19,0,1
271,1,2,what,00;01;56;19,00;01;56;25,0,1
272,1,2,is,00;01;56;25,00;01;57;00,0,1
273,1,2,gunna,00;01;57;01,00;01;57;06,0,1
274,1,2,be,00;01;57;06,00;01;57;11,0,1
275,1,2,cold,00;01;57;14,00;01;57;24,0,1
276,1,2,one,00;01;57;24,00;01;57;29,0,1
277,1,2,need,00;01;58;05,00;01;58;10,0,1
278,1,2,pull,00;01;58;11,00;01;58;18,0,1
279,1,2,your,00;01;58;23,00;01;58;29,0,1
280,1,2,winter,00;01;58;29,00;01;59;09,0,1
281,1,2,jacket,00;01;59;09,00;01;59;21,0,1
282,1,2,not,00;01;59;22,00;01;59;28,0,1
283,1,2,that,00;02;00;05,00;02;00;11,0,1
284,1,2,fall,00;02;00;11,00;02;00;17,0,1
285,1,2,big,00;02;01;04,00;02;01;12,0,1
286,1,2,down,00;02;01;13,00;02;01;27,0,1
287,1,2,jacket,00;02;01;27,00;02;02;14,0,1
288,1,2,get,00;02;02;17,00;02;02;28,0,1
289,1,2,the,00;02;02;28,00;02;03;03,0,1
290,1,2,electric,00;02;03;04,00;02;03;17,0,1
291,1,2,blanket,00;02;03;17,00;02;04;01,0,1
292,1,2,ready,00;02;04;01,00;02;04;19,0,1
293,1,2,and,00;02;04;19,00;02;04;27,0,1
294,1,2,watch,00;02;05;01,00;02;05;09,0,1
295,1,2,temperatures,00;02;05;15,00;02;06;01,0,1
296,1,2,temperature,00;02;05;15,00;02;05;27,0,1
297,1,2,plummet,00;02;05;28,00;02;06;11,0,1
298,1,2,on,00;02;06;15,00;02;06;24,0,1
299,1,2,tuesday,00;02;06;24,00;02;07;11,0,1
300,1,2,from,00;02;07;26,00;02;08;02,0,1
301,1,2,fourties,00;02;08;07,00;02;08;18,0,1
302,1,2,morning,00;02;08;22,00;02;09;07,0,1
303,1,2,mourning,00;02;08;23,00;02;09;08,0,1
304,1,2,right,00;02;09;07,00;02;09;23,0,1
305,1,2,down,00;02;10;00,00;02;10;09,0,1
306,1,2,twenties,00;02;10;14,00;02;10;25,0,1
307,1,2,overnight,00;02;10;25,00;02;11;11,0,1
308,1,2,night,00;02;11;01,00;02;11;10,0,1
309,1,2,barely,00;02;11;10,00;02;11;22,0,1
310,1,2,rebound,00;02;11;28,00;02;12;13,0,1
311,1,2,for,00;02;12;15,00;02;12;26,0,1
312,1,2,wednesday,00;02;12;27,00;02;13;08,0,1
313,1,2,lets,00;02;13;09,00;02;13;15,0,1
314,1,2,rain,00;02;22;00,00;02;22;09,0,1
315,1,2,showers,00;02;22;09,00;02;22;21,0,1
316,1,2,right,00;02;22;21,00;02;22;27,0,1
317,1,2,very,00;02;23;03,00;02;23;11,0,1
318,1,2,north,00;02;24;19,00;02;24;27,0,1
319,1,2,toward,00;02;26;01,00;02;26;10,0,1
320,1,2,a,00;02;26;10,00;02;26;17,0,1
321,1,2,a,00;02;27;23,00;02;28;02,0,1
322,1,2,watch,00;02;29;09,00;02;29;18,0,1
323,1,2,skirt,00;02;29;29,00;02;30;07,0,1
324,1,2,through,00;02;30;08,00;02;30;15,0,1
325,1,2,area,00;02;30;18,00;02;30;26,0,1
326,1,2,tonight,00;02;30;27,00;02;31;14,0,1
327,1,2,be,00;02;31;29,00;02;32;06,0,1
328,1,2,very,00;02;32;06,00;02;32;20,0,1
329,1,2,widely,00;02;32;20,00;02;33;01,0,1
330,1,2,scattered,00;02;33;01,00;02;33;17,0,1
331,1,2,scatter,00;02;33;01,00;02;33;14,0,1
332,1,2,if,00;02;33;18,00;02;33;25,0,1
333,1,2,time,00;02;34;28,00;02;35;06,0,1
334,1,2,always,00;02;36;06,00;02;36;15,0,1
335,1,2,available,00;02;36;15,00;02;36;26,0,1
336,1,2,my,00;02;36;26,00;02;37;02,0,1
337,1,2,fox,00;02;37;03,00;02;37;09,0,1
338,1,2,chicago,00;02;37;10,00;02;37;21,0,1
339,1,2,click,00;02;38;10,00;02;38;16,0,1
340,1,2,weather,00;02;38;21,00;02;39;01,0,1
341,1,2,whether,00;02;38;22,00;02;39;02,0,1
342,1,2,find,00;02;39;02,00;02;39;09,0,1
343,1,2,next,00;02;39;15,00;02;39;25,0,1
344,1,2,interactive,00;02;39;28,00;02;40;16,0,1
345,1,2,radar,00;02;40;16,00;02;40;28,0,1
346,1,2,best,00;02;41;02,00;02;41;11,0,1
347,1,2,you,00;02;41;22,00;02;41;28,0,1
348,1,2,control,00;02;41;28,00;02;42;12,0,1
349,1,2,alright,00;02;42;21,00;02;43;05,0,1
350,1,2,we're,00;02;43;08,00;02;43;18,0,1
351,1,2,see,00;02;43;22,00;02;43;29,0,1
352,1,2,sea,00;02;43;23,00;02;43;29,0,1
353,1,2,fifty,00;02;43;29,00;02;44;09,0,1
354,1,2,near,00;02;44;17,00;02;44;25,0,1
355,1,2,sixty,00;02;44;25,00;02;45;10,0,1
356,1,2,in,00;02;45;10,00;02;45;15,0,1
357,1,2,some,00;02;45;14,00;02;45;23,0,1
358,1,2,place,00;02;45;23,00;02;46;02,0,1
359,1,2,places,00;02;45;23,00;02;46;06,0,1
360,1,2,tomorrow,00;02;46;05,00;02;46;16,0,1
361,1,2,going,00;02;46;20,00;02;46;28,0,1
362,1,2,to,00;02;46;28,00;02;47;04,0,1
363,1,2,two,00;02;46;29,00;02;47;05,0,1
364,1,2,be,00;02;47;04,00;02;47;13,0,1
365,1,2,spectacular,00;02;47;13,00;02;48;12,0,1
366,1,2,spectacularly,00;02;47;13,00;02;48;15,0,1
367,1,2,warm,00;02;48;16,00;02;48;25,0,1
368,1,2,will,00;02;49;00,00;02;49;07,0,1
369,1,2,be,00;02;49;08,00;02;49;13,0,1
370,1,2,cloudy,00;02;49;13,00;02;49;26,0,1
371,1,2,isn't,00;02;50;04,00;02;50;13,0,1
372,1,2,going,00;02;50;12,00;02;50;19,0,1
373,1,2,be,00;02;50;20,00;02;50;25,0,1
374,1,2,beautiful,00;02;50;28,00;02;51;08,0,1
375,1,2,sunny,00;02;51;08,00;02;51;18,0,1
376,1,2,day,00;02;51;19,00;02;51;29,0,1
377,1,2,heavy,00;02;52;06,00;02;52;15,0,1
378,1,2,snow,00;02;52;15,00;02;52;28,0,1
379,1,2,goodnews,00;02;53;02,00;02;53;15,0,1
380,1,2,is,00;02;53;15,00;02;53;23,0,1
381,1,2,us,00;02;53;26,00;02;54;05,0,1
382,1,2,stay,00;02;54;13,00;02;54;24,0,1
383,1,2,way,00;02;54;25,00;02;55;05,0,1
384,1,2,north,00;02;55;07,00;02;55;18,0,1
385,1,2,of,00;02;55;19,00;02;55;24,0,1
386,1,2,chicago,00;02;55;24,00;02;56;15,0,1
387,1,2,bad,00;02;56;21,00;02;56;28,0,1
388,1,2,badnews,00;02;56;21,00;02;57;07,0,1
389,1,2,for,00;02;57;09,00;02;57;19,0,1
390,1,2,people,00;02;57;21,00;02;57;29,0,1
391,1,2,greenbay,00;02;58;06,00;02;58;22,0,1
392,1,2,and,00;02;58;19,00;02;58;27,0,1
393,1,2,points,00;02;58;27,00;02;59;09,0,1
394,1,2,point,00;02;58;27,00;02;59;04,0,1
395,1,2,gonna,00;03;00;15,00;03;00;21,0,1
396,1,2,get,00;03;00;18,00;03;00;25,0,1
397,1,2,not,00;03;01;02,00;03;01;11,0,1
398,1,2,much,00;03;01;15,00;03;01;21,0,1
399,1,2,think,00;03;02;11,00;03;02;17,0,1
400,1,2,places,00;03;02;17,00;03;02;25,0,1
401,1,2,marquette,00;03;03;19,00;03;04;06,0,1
402,1,2,polar,00;03;04;08,00;03;04;23,0,1
403,1,2,air,00;03;04;22,00;03;05;03,0,1
404,1,2,arrive,00;03;05;13,00;03;05;25,0,1
405,1,2,us,00;03;05;28,00;03;06;08,0,1
406,1,2,tuesday,00;03;06;09,00;03;06;20,0,1
407,1,2,afternoon,00;03;06;20,00;03;07;03,0,1
408,1,2,into,00;03;07;03,00;03;07;12,0,1
409,1,2,night,00;03;07;17,00;03;07;26,0,1
410,1,2,degrees,00;03;08;07,00;03;08;17,0,1
411,1,2,degree,00;03;08;07,00;03;08;15,0,1
412,1,2,now,00;03;08;24,00;03;09;04,0,1
413,1,2,o'hare,00;03;09;15,00;03;10;01,0,1
414,1,2,hair,00;03;09;18,00;03;10;01,0,1
415,1,2,hare,00;03;09;18,00;03;10;01,0,1
416,1,2,and,00;03;10;01,00;03;10;09,0,1
417,1,2,winds,00;03;10;13,00;03;10;24,0,1
418,1,2,wind,00;03;10;12,00;03;10;20,0,1
419,1,2,calm,00;03;11;02,00;03;11;10,0,1
420,1,2,pick,00;03;11;19,00;03;11;25,0,1
421,1,2,south,00;03;12;14,00;03;12;24,0,1
422,1,2,has,00;03;14;02,00;03;14;10,0,1
423,1,2,up,00;03;14;23,00;03;14;27,0,1
424,1,2,today,00;03;14;26,00;03;15;06,0,1
425,1,2,we,00;03;15;12,00;03;15;17,0,1
426,1,2,looking,00;03;15;20,00;03;15;29,0,1
427,1,2,fifty,00;03;15;29,00;03;16;11,0,1
428,1,2,six,00;03;18;00,00;03;18;08,0,1
429,1,2,park,00;03;18;22,00;03;19;01,0,1
430,1,2,mount,00;03;20;15,00;03;20;25,0,1
431,1,2,prospect,00;03;20;26,00;03;21;13,0,1
432,1,2,fifty,00;03;21;13,00;03;21;26,0,1
433,1,2,in,00;03;22;06,00;03;22;16,0,1
434,1,2,gary,00;03;22;17,00;03;23;01,0,1
435,1,2,if,00;03;23;05,00;03;23;10,0,1
436,1,2,further,00;03;23;22,00;03;24;01,0,1
437,1,2,seven,00;03;27;02,00;03;27;13,0,1
438,1,2,in,00;03;27;12,00;03;27;20,0,1
439,1,2,and,00;03;28;17,00;03;28;27,0,1
440,1,2,even,00;03;29;08,00;03;29;18,0,1
441,1,2,here,00;03;30;10,00;03;30;22,0,1
442,1,2,is,00;03;30;22,00;03;31;03,0,1
443,1,2,comes,00;03;31;10,00;03;31;21,0,1
444,1,2,come,00;03;31;10,00;03;31;18,0,1
445,1,2,dark,00;03;31;23,00;03;32;04,0,1
446,1,2,shades,00;03;32;03,00;03;32;14,0,1
447,1,2,shade,00;03;32;03,00;03;32;13,0,1
448,1,2,purple,00;03;32;16,00;03;32;28,0,1
449,1,2,blue,00;03;33;01,00;03;33;11,0,1
450,1,2,one,00;03;33;26,00;03;34;03,0,1
451,1,2,international,00;03;34;07,00;03;34;23,0,1
452,1,2,falls,00;03;34;23,00;03;35;02,0,1
453,1,2,bismarck,00;03;36;01,00;03;36;16,0,1
454,1,2,this,00;03;36;16,00;03;36;27,0,1
455,1,2,cascade,00;03;37;11,00;03;38;01,0,1
456,1,2,down,00;03;38;08,00;03;38;22,0,1
457,1,2,area,00;03;39;08,00;03;39;21,0,1
458,1,2,over,00;03;39;26,00;03;40;07,0,1
459,1,2,say,00;03;40;21,00;03;40;29,0,1
460,1,2,thirty,00;03;40;27,00;03;41;06,0,1
461,1,2,hours,00;03;42;14,00;03;42;38,0,1
462,1,2,what,00;03;43;04,00;03;43;24,0,1
463,1,2,there,00;03;43;20,00;03;43;37,0,1
464,1,2,their,00;03;43;20,00;03;43;38,0,1
465,1,2,are,00;03;43;34,00;03;43;51,0,1
466,1,2,two,00;03;43;49,00;03;44;07,0,1
467,1,2,pushes,00;03;44;06,00;03;44;34,0,1
468,1,2,push,00;03;44;06,00;03;44;23,0,1
469,1,2,air,00;03;45;00,00;03;45;22,0,1
470,1,2,not,00;03;45;20,00;03;45;41,0,1
471,1,2,just,00;03;45;34,00;03;45;52,0,1
472,1,2,one,00;03;45;53,00;03;46;14,0,1
473,1,2,but,00;03;46;15,00;03;46;35,0,1
474,1,2,two,00;03;46;36,00;03;47;01,0,1
475,1,2,so,00;03;46;58,00;03;47;13,0,1
476,1,2,nicely,00;03;48;37,00;03;49;09,0,1
477,1,2,mid,00;03;49;16,00;03;49;36,0,1
478,1,2,upper,00;03;49;38,00;03;50;00,0,1
479,1,2,afternoon,00;03;50;33,00;03;51;07,0,1
480,1,2,i,00;03;51;08,00;03;51;22,0,1
481,1,2,some,00;03;51;31,00;03;51;45,0,1
482,1,2,sixties,00;03;51;44,00;03;52;08,0,1
483,1,2,inland,00;03;52;08,00;03;52;29,0,1
